text,label,source
@USER So basically you are now preaching what they religious end of world people have been doing. Congrats,SAFE,olid
"After a hoe gave you head and say ""It's my turn"" URL",OFFENSIVE,davidson
I'm seeing more & more niggers migrating further up liberty rd... smh,HATE,davidson
@USER already kno nicca,OFFENSIVE,davidson
Gary's girl was a tranny. RT @USER: I wonder what would have become of @USER if he'd written 'Gary's Girl'.,SAFE,davidson
@USER That solved the problem in Chicago alright!! I wish these “leaders” would think up something different to get attention. Gun control is getting old.,HATE,olid
@USER @USER @USER @USER @USER @USER @USER The kid he scored on looks like he is about to drop outta school now. Somebody check on him,SAFE,olid
RT @USER I got no interest in tall skinny model bitches! I like my women with some ass & hips ...,OFFENSIVE,davidson
"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins",OFFENSIVE,davidson
@USER @USER the fact a Liberal crosses the floor only indicates that the CPC's platform is more palatable to Leftists than to true Conservatives. Thanks God for Maxime Bernier.,SAFE,olid
Too much shit going on to deal with another bitch nonsense ....,OFFENSIVE,davidson
Light skin niggah 😂,OFFENSIVE,davidson
"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" 😂",OFFENSIVE,davidson
if u got cotton mouth u can eat my pussy,OFFENSIVE,davidson
@USER @USER @USER She took a polygraph to prove something to her husband. I think they were in counseling because she is frigid with her husband and he wants to know why. So she made up a cockamamy story as a coverup for her current lesbian affair.,SAFE,olid
#stopthebias against #Conservative #Republican #Trump #Freespeech supporters coming against #twitter ban. To slow down #liberals reporting us is to have a few million of us to report in big numbers to keep Twitter so busy the the liberals complaining be losted in the traffic,SAFE,olid
@USER Wow the guy who played the guy pitching a doggy product on Modern Family thinks he is the conscience of the nation. Also can I get Hamilton tickets?,SAFE,olid
@USER Nothing LEAVE,SAFE,olid
@USER Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow,SAFE,davidson
@USER @USER @USER @USER *accept. I don’t hate men. I don’t hate conservatives. I hate stupid. And I hate hypocrites. And the fact that you think being a conservative matters at all in this matter means to me that you are not so much into law and order as you think you are.,HATE,olid
You local ass bitch,OFFENSIVE,davidson
wondertrade is the best pokemon feature ever. i just got a level 27 japanese wobbuffet for a level 4 beginning area trash pokemon,SAFE,davidson
@USER Please add me. Thank you #MAGA,SAFE,olid
@USER Looks at this! Wow. Our hard earned money 💰used for the liberals extravagant lifestyle. Doesn’t that remind you of the typical socialist government!!,SAFE,olid
Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,HATE,davidson
@USER @USER Paid protesters. #VoteDemsOut #Kavanaugh,HATE,olid
"Classy rich family kids doing drugs and tryina be all ghetto and shit,while actual ghetto poor kids looking for education to get outta there",OFFENSIVE,davidson
@USER Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..,OFFENSIVE,davidson
@USER AA Mr. Bean should crawl back under his rock.,OFFENSIVE,olid
.@USER “I believe that our best days are ahead of us.” currently the @USER are the RMS Titanic and the #ChequersPlan is a big feckin' iceberg! ... 🤨 ...,SAFE,olid
@USER Me and bronbron are cool now. It's ok if he eat ass #lakergang,OFFENSIVE,olid
This is how im asking my bitch to prom or for her to marry me 👌 guareenteed yes URL,OFFENSIVE,davidson
I'll always remember feeling like I was no good. Like I couldn't do it for you like that whack bitch could.. & it's all because you lied..,OFFENSIVE,davidson
@USER @USER @USER yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,SAFE,davidson
10kids from different women from this American jobless men? Nigerian men you are the bomb!!!,OFFENSIVE,olid
when a bitch gets smart and I look too cute to be ratchet URL,OFFENSIVE,davidson
Stu a rape faced faggot man I'm sick of this nigga,HATE,davidson
@USER You are the man Gregg!,SAFE,olid
@USER @USER is so excited about his red velvet brownie.,SAFE,davidson
Fucking hate ghetto girls bruh,OFFENSIVE,davidson
@USER 😂😂😂😂😂 u a hoe 😭😭😭😭,OFFENSIVE,davidson
@USER @USER I’m afraid you are right.,SAFE,olid
@USER More woman working because the Liberals have put their husbands out of work.,SAFE,olid
National Review calls #gay marriage 'lawlessness' URL #oregon #tcot #gop #NOM #lol #teabaggers,SAFE,davidson
Never go full retard URL,HATE,davidson
@USER @USER aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,OFFENSIVE,davidson
You arguin bout a bitch and she a god damn slutttt,OFFENSIVE,davidson
@USER He won't. He's too grotesquely fat and looks like he never takes a bath. He could go any time.,OFFENSIVE,olid
@USER @USER @USER I would have loved to watch Newman bitch slap Johnson I'd pay to see that,OFFENSIVE,davidson
@USER @USER I'm a Boise State fan so I can tell you two things about Kellen Moore. He is a winner and he Is cerebral. Knows he doesn't have a cannon for an arm so he fits his game into his ability. What's wrong with that? Not everyone can be Aaron Rodgers.,SAFE,olid
@USER @USER exotic bitches do exotic things these hoes aint loyal,OFFENSIVE,davidson
#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City URL,SAFE,davidson
@USER Well that's why BB wins Super it's and you are an overhyped media mouth piece imbecild,OFFENSIVE,olid
That's Ya BM tho RT @USER: That ain't my hoe.,OFFENSIVE,davidson
@USER @USER @USER @USER this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win. Research projection and stop doing it u look stupid now!,HATE,olid
@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,OFFENSIVE,olid
“@USER: Cute text: ey bitch come over for some pizza”@USER,OFFENSIVE,davidson
# That son of a bitch moment when it rains and you forget your car windows are down,OFFENSIVE,davidson
@USER @USER @USER @USER Im not saying he is racist.. Im saying he made a mistake. And she is only half Japanese. Her father is Haitian so she is half / half if we being true!,SAFE,olid
@USER You 100% believe AB would be the player he is today without Big Ben?,SAFE,olid
It's not as easy as you'd think to find an astronaut monkey outfit at the last minute.,SAFE,davidson
I don't want no Philly disease lol Thot bitch,OFFENSIVE,davidson
Dat bitch gotta lay on her back to pee URL,OFFENSIVE,davidson
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I got u all #MAGA #clearflynnNow,SAFE,olid
*She is at home making a quick meal for herself in the off chance that @USER and @USER have already eaten*,SAFE,olid
@USER I called people kikes and a lot of fucks,OFFENSIVE,davidson
@USER @USER Exactly my thoughts. She is always a sweetie when she’s coddled. Her true character exposed as an athlete is revealed in times as this. She’s not a role model or a legend.,SAFE,olid
"Who's gassin these hoes, BP? 😴",OFFENSIVE,davidson
You can't owe me shit ion trust niccas,HATE,davidson
@USER @USER so you say. When you are older you may understand. What anyone believes is quite irrelevant--as you yourself are asserting.,SAFE,olid
If I had a dollar for every time someone called me Maggie I'd make it rain on all these hoes,OFFENSIVE,davidson
@USER The Dems are campaigning on medicare-for-all and gun control. How are those falsehoods?,SAFE,olid
@USER I wasn't given the option to stay home and stack money but I always tell people if the opportunity is given take it 🤷🏾‍♀️ Shit hell out here,OFFENSIVE,olid
Fake bitch : hey girl Me:💅 URL,OFFENSIVE,davidson
Red bitch with me dark skin friend callin talkin bout come and get me,OFFENSIVE,davidson
I done dun all kind of shit y'all niccas just fills shit!,OFFENSIVE,davidson
"“@USER: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.”💀💀",OFFENSIVE,davidson
You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget,OFFENSIVE,davidson
"if you have that lil pussy stomach pouch thingy, don't wear no tight clothes. shit is unattractive.😷",OFFENSIVE,davidson
@USER bitch I told you to hit me when you got back,OFFENSIVE,davidson
Just lets you know we all self conscious even the pretty bitches,OFFENSIVE,davidson
"Idgaf if that's sounds illogical, this Twitter bitch.",OFFENSIVE,davidson
"If you work a graveyard shift, she cheating on you off tops. Somebody else gon be tucking ya bitch in.",OFFENSIVE,davidson
"@USER @USER yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",SAFE,davidson
🛑 Truthfeed News 🛑 👉 'JUST IN: FBI Deals Yet Another Devastating Blow to Democrats on Kavanaugh’s Accuser' #MAGA￼🇺🇸#2A #Prolife URL,OFFENSIVE,olid
@USER GOOD 🖕them !,OFFENSIVE,olid
@USER Fake news he is a liberal dem.,OFFENSIVE,olid
This bitches voice 😷😷😷,OFFENSIVE,davidson
"@USER Tough crap Mazie! There should be a Me Too"" for men with false accusations against them as well as those hurt by Democrat lies, false accusations, biased government agencies, biased media sensationalism and Antifa bullies etc......""",OFFENSIVE,olid
"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",HATE,davidson
@USER @USER @USER @USER @USER @USER @USER Liberals have had 2 years to play this game.. an extra week doesn’t matter. Everyone was well aware who the likely nominees were. Kavanaugh has been a top name for many years.. Liberals have always had him as a target,OFFENSIVE,olid
dont make direct eye contact with anything..birds cats nothing lol RT @USER: I'm going out west to bu (...) URL,SAFE,davidson
@USER Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞,OFFENSIVE,olid
@USER I hope so. That Tana girl fucks anything lol,OFFENSIVE,olid
@USER lmoa @ high as giraffe pussy,OFFENSIVE,davidson
@USER @USER playoffs bitch,OFFENSIVE,davidson
Your grammar is trash.,SAFE,davidson
"“@USER: if your wardrobe consist of mostly leggings, you's a hoe” guilty",OFFENSIVE,davidson
@USER @USER But we can do better. As evidenced by the Giffords Law Center study on Gun Control versus Gun Deaths. URL URL,SAFE,olid
Why everybody so hype to see these famous people naked y'all hoes just alike they just got money 😭,OFFENSIVE,davidson
I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard …,OFFENSIVE,davidson
@USER You are abhorrent,OFFENSIVE,olid
“@USER: @USER lol haha” hahahahahahahahahaahah deez nuts bitch,OFFENSIVE,davidson
Is everyone on the redskins lathered in oil? What the fuck?,OFFENSIVE,davidson
“@USER: “@USER: I have no hoes because yah nigga ain't shit””,OFFENSIVE,davidson
"Lil bitch coulda let me go, I was right by my house !",OFFENSIVE,davidson
Talkin bout the next bitch but you ain't bout shit.,OFFENSIVE,davidson
@USER bitch I texted you,OFFENSIVE,davidson
@USER aha your welcome niggah 😈,OFFENSIVE,davidson
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Happy to connect. #WeMakeAmericaGreat 🇺🇸🇺🇸🇺🇸,SAFE,olid
@USER @USER She is a activist a women’s me too movement whackadoodle.,SAFE,olid
Great weather to hit up the slopes this weekend... @USER & @USER open Saturday! #COwx #skiseason ht…,SAFE,davidson
It is the consensus of the Republican Party that sexually assaulting a 15-year-old girl should not disqualify a judge from sitting on the highest court in the land and making life-or-death decisions about women's health. #MAGA,OFFENSIVE,olid
@USER i feel attacked 😂,SAFE,olid
@USER Griffin thinks she is funny but she's not. She's a disgusting pig!!,OFFENSIVE,olid
"""@USER: I ain't never seen a bitch so obsessed with they nigga😂"" I'm obsessed with mine 😑",OFFENSIVE,davidson
“@USER: Lil bitty bitch” 👏👏👏👏👏lingo,OFFENSIVE,davidson
Now a days bitches will beef w/ you over something that has nothing to do w/ them 😂😂😂😂💀 bitch yo ugly ass wasn't a factor a…,OFFENSIVE,davidson
(2020 election season) Trump: my dick is the most magnificent dick. Just tremendous. Leftists: prove it you Russian puppet! Trump: *whips dick out in fit of senility* Conservatives: *vote Trump to victory*,OFFENSIVE,olid
I love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend #WTF,OFFENSIVE,davidson
"She must not know I got over 3,000 followers breh this bitch gotta get the fuck up outta this VIP section dawg she decreasing my value",OFFENSIVE,davidson
@USER @USER No one is threatening her. All a ploy for sympathy and further attack on conservatives.,SAFE,olid
Don't let the power of the dollar turn you into a hoe.,OFFENSIVE,davidson
Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits URL via @USER,SAFE,davidson
@USER Diane Feinstein Maxine Waters Hillary Clinton Every member of antifa I'm sure the demonratic party could provide more examples but you're smarter than me in this realm. #redtsunami #buryblue #startvettingsenators #startvettingcongressmen,SAFE,olid
@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!,OFFENSIVE,olid
You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,SAFE,davidson
hos will literally do ANYTHING to say they got a nigga dawg 😂😂,OFFENSIVE,davidson
.@USER thinks he is a funny man. But “think” is the key word...because he isn’t that funny. #ALLINOnLonnieIsntFunny #MarchOnFromWalker,SAFE,olid
@USER Thanks for the follow! The days of cybersecurity brand reputation marketing have just begun. And you are now a part of it!,SAFE,olid
"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",HATE,davidson
@USER That's cause she's got (head wave) at least 50 or so pounds and a couple inches or feet on her so it's okay. Not to mention Miley doesnt look the fighting type. (IDK if she is or not),SAFE,olid
"Girls are so fucking grimy today, keep your vagina in your pants you dirty hoe",OFFENSIVE,davidson
"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",OFFENSIVE,davidson
Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost,OFFENSIVE,davidson
"no bitch, I just don't like you 💁",OFFENSIVE,davidson
@USER He's worried about his bottom line that's what upsets him,SAFE,olid
*buying more Levi’s URL,SAFE,olid
@USER The DAILY Vitriol and Hatred Spewed by SCHEMING Liberals is meant to Incite precisely this type of lunacy.,SAFE,olid
I'm with 3 bitches & 2 of em mix,OFFENSIVE,davidson
"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs...",OFFENSIVE,davidson
"@USER u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic",OFFENSIVE,davidson
#Democracy doesn't have a finishing point @USER & @USER ! It is an ongoing process! URL,SAFE,olid
@USER That image tells the story of generations of people self medicating to manage distress. Can't count the number of people lost and like you say too many can't see beyond the sickening labels.,SAFE,olid
I'm fuking every night up in my new house .. Cause bitch I worked to hard fa this new house .. 😁,OFFENSIVE,davidson
@USER yes because you are my cakefriend,SAFE,olid
"@USER @USER this cunt is still talking!? Holy fuck, can you just get breast cancer already",OFFENSIVE,davidson
She say her pussy hairy ... I wana see 🐯👀👀👀👀,OFFENSIVE,davidson
"""@USER: I ain't sharing no bitch if you mines you mines 💯""",OFFENSIVE,davidson
"This white boy reached 999 in flappy bird, im so done with life...",OFFENSIVE,davidson
@USER haha faggot,OFFENSIVE,davidson
@USER @USER See she is speechless😂😂😂😂😂,SAFE,olid
@USER Deranged and demented what a perfect match for the Democratic party,OFFENSIVE,olid
If a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes,OFFENSIVE,davidson
@USER Maybe we need more gun control after all - liberals should not be allowed to possess them!,SAFE,olid
1996 and 1999 World Series Rematch: #Yankees #Braves,SAFE,davidson
@USER shine bright like a bad bitch,OFFENSIVE,davidson
Yawl chicks love being SIDE BITCHES 😩😩 bitches now days be having dreams & aspirations of being a STEP MOM 😂😂😂,OFFENSIVE,davidson
@USER Im ready for this yaaas,SAFE,olid
No saving hoes,OFFENSIVE,davidson
You nigguhs glorifying pussies,OFFENSIVE,davidson
“@USER: @USER ur pussy smell like dumpster juice 💩” wow 😑,OFFENSIVE,davidson
“@USER: Jealous bitches be like ...'😂😒🌵.' 😂😂😂💀”😂😂😂 don't subtweet me hoe,OFFENSIVE,davidson
@USER You are.,SAFE,olid
".@USER Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?",SAFE,davidson
@USER @USER The Gibraltar people will be hostages in the remaining #Brexit negotiations. Do @USER or the @USER care? Not a fig!,SAFE,olid
"Get a bitch, break a bitch",OFFENSIVE,davidson
@USER Yes you do retard.,HATE,davidson
"Sept 20 at 2:18 EST, expect emergency text message from trump. If it says no collusion,"" I'm gonna sue someone. #resist #MAGA""",OFFENSIVE,olid
@USER @USER Y’all are the best,SAFE,olid
"""yo bitch chose me you aint a pimp you a FAIRY."" #ripPimpC",OFFENSIVE,davidson
@USER bitch u lame as fuk lol,OFFENSIVE,davidson
@USER Good Day I trust that you are well Please send me your email address,SAFE,olid
@USER The interview is a very important part of the hiring process. And selling yourself may not come naturally. Make sure you're fully prepared: URL ^TN,SAFE,olid
Yas bitches URL,OFFENSIVE,davidson
This nigguh really tried to fight me on the bus over a grape kool aid jammer 😂😂😂,OFFENSIVE,davidson
This girl asked me why i call girl bitches? Why not? They go out with panties on basically and brag about how good they are sucking dick,OFFENSIVE,davidson
Nah we still up. RT @USER: All the flat booty bitches asleep yet or Nah?,OFFENSIVE,davidson
"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real.",OFFENSIVE,davidson
@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.,OFFENSIVE,olid
@USER He is so lame outside the cage. Killer in the cage,OFFENSIVE,olid
@USER don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?,OFFENSIVE,davidson
"😂😂😂😂 RT @USER: wow, she let quite a few niggas beat. equal opportunity pussy",OFFENSIVE,davidson
@USER He is such a piece of shit,OFFENSIVE,olid
@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE,OFFENSIVE,olid
@USER u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga,OFFENSIVE,davidson
@USER Character of a crook better off using Dillinger,SAFE,olid
"@USER gross, ill stick with my galaxy, it will still receive those nips",OFFENSIVE,davidson
Never invest money into a broke bitch ..,OFFENSIVE,davidson
@USER @USER @USER i see you guys kicked this long haired faggot out your lil video game team,OFFENSIVE,davidson
"Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 URL",SAFE,davidson
@USER He is eating instead of sleeping! What's new,SAFE,olid
Dude live next to me be hitting some ugly ass hoes Got Damn,OFFENSIVE,davidson
Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. URL,SAFE,davidson
@USER Why you ignore my best friend she all deserve your fucking follow she love you with all your heart she waiting for 8 years 🙏🏻🙏🏻🙏🏻🙏🏻 @USER,SAFE,olid
Son of a bitch I can't wait till baseball is back. #AmericasPastTime,OFFENSIVE,davidson
if u get mad or in ur feelings bout Zoe's vs Yanks tweets then twitter ain't for u!!! I be rolling at this shit tho😩,OFFENSIVE,davidson
mom why can't u just accept me for the bad bitch i am,OFFENSIVE,davidson
😂 bruh these hoes gotta be stupid.,OFFENSIVE,davidson
@USER @USER Conservatives have killed hundreds 100000 people as a direct result of conservative policies DWP figures she is such an imbecile Tony Blair put 6% into the NHS Gordon Brown 5.5% that's not fit to be an MP 1.5% she's stealing the National Health Service of us. Chemical attacks,HATE,olid
@USER Who needs courts when you have clairvoyant liberals.,SAFE,olid
@USER @USER @USER @USER @USER Odd. Stating opinions comes with an attack (cunt and assumption of a streamer using boobs for attention.) It was verbal diarrhea from a person who ought to know better.,OFFENSIVE,olid
Sone of y'all bitches need morning glory milk baths 😂😂😂,OFFENSIVE,davidson
Miramar had the baddest hoes shid hoes looking like they was in college + HAD,OFFENSIVE,davidson
@USER @USER @USER @USER @USER @USER @USER I bet she's a New York Yankee prog…,SAFE,davidson
My bitches cleaning URL,OFFENSIVE,davidson
@USER Maybe while he is on the DL someone can show how to wear his hat,SAFE,olid
"@USER well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",OFFENSIVE,davidson
".@USER I'm sure this tweet will protect you from karmic payback, bitch.",OFFENSIVE,davidson
@USER fuck those faggots,HATE,davidson
@USER #MAGA their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...,OFFENSIVE,olid
"kyle im hungry, quit talking and let's go hoe",OFFENSIVE,davidson
"Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you…",SAFE,davidson
@USER I'm gonna show you the difference between FIRE & AIR......... Sam Donald Gemini unpredictable like air itself...KAHLILI MACK ARIES...He is always gonna be on FIRE...Every snap of the ball every game the whole game.... Sam Donald trash trash trash Like Donald Trump........,SAFE,olid
@USER jimin-ssi i hope you know you are an angel. i love you so much. you are always amazing,SAFE,olid
One of @USER best looks too. RT @USER: Charlie Weis couple months ago hanging w/Nelly URL,SAFE,davidson
@USER The Biebs is getting fucked right in the pussy,OFFENSIVE,davidson
@USER He was the victim. Now let’s hear about her blood test since she is the perpetrator. What shape was she in?,SAFE,olid
@USER @USER I completely agree; which is why a potential victim's claim must be afforded due process before she (or he) is villianized.,SAFE,olid
@USER You are gorgeous,SAFE,olid
@USER Yes! We were. Back again. Thank you so much. Hope you are all well..❤️,SAFE,olid
If you're a freshman and you've fucked 1/4 of the boys in the senior class.. You're a hoe. #NotCute,OFFENSIVE,davidson
"@USER @USER It's almost as if 50 years ago (1968) something changed about how gun control was discussed by the NRA. How the NRA went from backing gun control to America’s most powerful lobby group"" URL",SAFE,olid
"Probably indoctrinating"". #MAGA URL",HATE,olid
"Tuna is good the rest trash RT @USER: Cans of spam RT @USER: Most struggle food HAS TO BE any meat In a can, tuna included",SAFE,davidson
"@USER Yes, watching an elitist prima donna toss a tantrum on the court when she is called out & penalized for ('cheating') getting coaching is pretty entertaining! HER COACH EVEN ADMITTED, I WAS COACHING HER."" Now, back to our regularly scheduled sanity, rule of law & accountability!""",SAFE,olid
Coincky~dink URL,SAFE,davidson
The bitch is freeee!!!! ;D,OFFENSIVE,davidson
No these are only whites pies. Well do you have any negro pies?,HATE,davidson
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately. #Trump #Kavanaugh #MAGA #DEMSUCK,HATE,olid
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😀You are welcome. URL,SAFE,olid
You can't owe me shit I don't trust niccas!,OFFENSIVE,davidson
What a dilemma! #MAGA #NEWS #NikeBoycott #ColinKaepernick #nflfootball #NFL #TrumpResign @USER @USER @USER @USER #CNN URL,SAFE,olid
@USER @USER..biggest liars ever ...republican teabagger asshats like stockboy #pinoccio,OFFENSIVE,davidson
@USER You are too cute & adorable to handle....... Such a cutie....... How can I let you go Lobe you my love 4ever. ....... URL,SAFE,olid
@USER iNDEED her @ is danikaharrod go follow her because she is the cutest and shitposts from tdp sometimes jhdsfhjsg,OFFENSIVE,olid
"@USER oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass",OFFENSIVE,davidson
@USER @USER IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the #Kavanaugh hearing! URL,SAFE,olid
@USER Cowboys fans are cunts? Stop the presses!,OFFENSIVE,davidson
"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",SAFE,davidson
@USER @USER Bitch please. You commie dems are the ones riding hell bent for leather to destroy democracy and the Republic.,OFFENSIVE,olid
@USER @USER get on cunt,HATE,davidson
@USER Sounds like he joined #Antifa - Gov. @USER of #WA state recently took anti- #POLICE stance won't sign certificates recognizing top 20 law enforcement officers for #Police #Combat competition excellence #ThinBlueLine #MAGA #KAG #BlueLivesMatter #LawEnforcement #2A @USER,SAFE,olid
“@USER “@USER: Pineapples on sale at publix”hoes on sale too”up stairs,OFFENSIVE,davidson
I'm never gonna be ok with my nigga around alot of bitches while with his boys. Cause I was once that female your boys put you on !!,OFFENSIVE,davidson
@USER Bet your butt.,OFFENSIVE,olid
@USER @USER Gun control advocacy is itself contrary to the single most important natural right enshrined and protected by our Constitution. ANY attempt to circumvent freedom is radical. See? Simple (and I didn't even have to invent any nonsense words),SAFE,olid
"@USER @USER majority of DACA from 3rd world countries are communists~activists-Antifa-Ofa& 1 INCOMPATIBLES w/USculture&2Felons by criminal violence&participation in cult includes kill potus45""&""destroySovereignUSA-USConstnDem'y+ replace w/marxist 4thReichNWO tyranny=TREASON""",OFFENSIVE,olid
I need like 43 fuzzy blankets to sleep 😍💋,SAFE,davidson
"Since 1914, Derek Jeter’s 91 multi-hit games vs @USER are 4th most among @USER, behind Gehrig’s 121, Ruth’s 99 an…",SAFE,davidson
"@USER I said something to you gorilla, stop listening to monkey music",OFFENSIVE,davidson
know the bitch before you call yourself lovin it niggas prolly been fuckin it,OFFENSIVE,davidson
@USER @USER @USER @USER I’m not affiliated with any party. You don’t care if he is innocent or not. You’re just a party jackoff. See how that works.,SAFE,olid
@USER Johnny football is trash man. Trash. Lol.,SAFE,davidson
@USER Just had a discussion with a friend who works with families on the verge of eviction. She is expecting an increase in the coming months due to days out of work and money spent on hurricane supplies. #TheStruggleIsReal,SAFE,olid
@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.,OFFENSIVE,olid
Thee Bears are trash tho...,SAFE,davidson
Only goofy niggas simp over chicks with community pussy..,OFFENSIVE,davidson
@USER @USER But will she stand up and do the right thing...She is a RINO.,SAFE,olid
@USER bird hats > every other hat,SAFE,davidson
@USER You are an absolute dick 😡,OFFENSIVE,olid
@USER BOYCOTT NFL & NIKE !!!!!!!!!!!!!!!!!!!!!!!,SAFE,olid
@USER right 😂😭 okay bitch,OFFENSIVE,davidson
@USER Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO? #MAGA #KAG2020 #DrainTheDeepState #WalkAwayDemocrats2018 #LiberalismIsAMentalDisease,OFFENSIVE,olid
I have no respect for people who cheat that shits just retarded,OFFENSIVE,davidson
22. But we make it and this bitch sits on the couch and turns on Ice Age the movie and asks us if were hungry like we arent t…,OFFENSIVE,davidson
"@USER Yeah....but your the one who wanted followers,you gotta work it bitch",OFFENSIVE,davidson
"I heard ""Love Dont Love You"" by En Vogue at work lastnight .. Shit groovy as a bitch ..",OFFENSIVE,davidson
@USER @USER @USER you prob not gonna answer but a worth a shot can y’all fix the glare 🙏🏾,SAFE,olid
"""New Flame"" the song of the yr lol that bitch SUPER run like",OFFENSIVE,davidson
"@USER @USER @USER @USER The rules today were put in place to prevent players acting like those bad boys"" of the past. She is a professional, she knew that her coach broke the rules, he admitted as much. Saying others don't or didn't get called is no defence. She was only fighting to be above the law.""",SAFE,olid
The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,HATE,davidson
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Stop playing babe. You know you love it when I talk Trump with you. Now go put on that ANTIFA dress i like. You are going to get it tonight!,SAFE,olid
Tomorrow's agenda: bake brownies & visit a couple open house.,SAFE,davidson
@USER #faggot,HATE,davidson
Fuck what a bitch saying the hood love me,OFFENSIVE,davidson
Bitches be like go talk to ya other bitch bitch you is my other bitch,OFFENSIVE,davidson
@USER -WHO CARES WHAT THISWACKO DOES! NOT NEWS!!,SAFE,olid
"""@USER: Oomf so fuckin fine tho 😩 dam"" @ her, don't be no bitch.",OFFENSIVE,davidson
@USER If he doesnt want to face the responsibility for his actions then he is in the wrong job. That is without taking into account him being a bit shit... #AVFC #BRUCEOUT,OFFENSIVE,olid
@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn,HATE,olid
@USER Agreed...he is the future!,SAFE,olid
>Literally runs through the wall. There was now a hole. Master! You are okay? URL,SAFE,olid
Down to catch a body bitch!,OFFENSIVE,davidson
Twitter your being a bitch,OFFENSIVE,davidson
Lebron amazing swallow clear beat deplorables can't believe #MAGA scott adams,SAFE,olid
"ive went through 50 fags in 5 days, not very happy #sad",OFFENSIVE,davidson
@USER that's meant toward my dads gf shes a bitch dude,OFFENSIVE,davidson
@USER @USER Maybe he can help the liberals with TDS.,SAFE,olid
